,Property Address,Property Name,PropertyType,Star Rating,Energy Star,LEED Certified,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Leasing Company Name,Leasing Company Contact,Submarket Cluster,City,State,Zip,County Name,Sale Company Name,Sale Company Contact,For Sale Price,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Latitude,Longitude,Company Name,Regional or National,marker-color
506,5929 Moeller Rd,,Industrial,2.0,,,C,Existing,16054.0,,$5.08 - 6.21 (Est.),Truck Terminal,"Fort Wayne, IN",New Haven,,,New Haven,Fort Wayne,IN,46806-1510,Allen,,,,N,2020-07-22 00:00:00,,100.0,1966.0,,16054.0,3.61,Single,08/03/2009,18003C0315G,18003C,0315G,No,100-year and 500-year Floodplain,41.0558459,-85.0625436,Estes Express Lines,National,grey
507,3701 W Morris St,,Industrial,3.0,,,C,Existing,30000.0,,$11.89 - 14.53 (Est.),Truck Terminal,"Indianapolis, IN",Stout Field,Burr & Temkin,David Lane,Southwest County,Indianapolis,IN,46241-2705,Marion,,,,N,2021-03-31 00:00:00,,100.0,1968.0,,30000.0,,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,39.747591,-86.221694,Estes Express Lines,National,grey
508,3801 Mound Rd,,Industrial,3.0,,,C,Existing,36000.0,,$9.06 - 10.97 (Est.),Truck Terminal,"Chicago, IL",Joliet Area,Yellow,,SW/I-55 Corridor,Joliet,IL,60436-9006,Will,,,,N,2009-02-20 00:00:00,7000000.0,100.0,1999.0,,36000.0,,Single,02/15/2019,17197C0260G,17197C,0260G,No,100-year and 500-year Floodplain,41.4877282,-88.1725652,Estes Express Lines,National,grey
509,6848 Mt Herman Rd,,Industrial,2.0,,,C,Existing,20011.0,,$10.44 - 12.76 (Est.),Truck Terminal,"Raleigh, NC",RTP/RDU,,,West Wake County,Morrisville,NC,27560,Wake,,,,N,2019-08-08 00:00:00,2292000.0,100.0,1972.0,,20011.0,2.75,Single,05/02/2006,3720076800J,37183C,0768J,No,100-year and 500-year Floodplain,35.9000136,-78.7731382,Estes Express Lines,National,grey
510,533 N Navigation Blvd,,Industrial,2.0,,,B,Existing,17967.0,,$9.27 - 11.32 (Est.),Truck Terminal,"Corpus Christi, TX",West Side,,,West Side,Corpus Christi,TX,78408,Nueces,,,,N,2023-08-10 00:00:00,,100.0,1967.0,,17967.0,1.5,Single,,,,,No,,27.795523,-97.45395,Estes Express Lines,National,grey
511,84 New Lombard Rd,,Industrial,3.0,,,C,Existing,150000.0,,$9.49 - 11.60 (Est.),Truck Terminal,"Springfield , MA",Hampden County,Burr & Temkin,,Hampden County,Chicopee,MA,01020,Hampden,,,,N,2017-06-23 00:00:00,2050000.0,100.0,1992.0,,150000.0,,Single,07/16/2013,25013C0216E,25013C,0216E,No,100-year and 500-year Floodplain,42.1684593,-72.5403272,Estes Express Lines,National,grey
512,1638 New Milford School Rd,,Industrial,2.0,,,B,Existing,78030.0,,$3.93 - 4.81 (Est.),Truck Terminal,"Rockford, IL",I-39 Cor/Winnebago Cy,,,Upper Northwest,Rockford,IL,61109-4370,Winnebago,,,,N,,,100.0,,,78030.0,,Single,02/17/2016,17201C0379E,17201C,0379E,No,100-year and 500-year Floodplain,42.1881373,-89.0843359,Estes Express Lines,National,grey
513,2900 Nieman Ave,,Industrial,2.0,,,C,Existing,43560.0,,$16.05 - 19.62 (Est.),Truck Terminal,"Baltimore, MD",Baltimore SW,Estes Express Lines,,Baltimore City,Baltimore,MD,21230,Baltimore City,,,,N,2016-09-15 00:00:00,3100000.0,100.0,1967.0,,43560.0,2.3,Single,06/16/2021,2400870024G,240087,0024G,No,100-year and 500-year Floodplain,39.258255,-76.651081,Estes Express Lines,National,grey
514,201 E Nolana Loop,,Industrial,1.0,,,B,Existing,2418.0,,$14.76 - 18.03 (Est.),Truck Terminal,"McAllen, TX",Pharr,Estes Express Lines,,Pharr,Pharr,TX,78577-9670,Hidalgo,,,,N,2017-06-28 00:00:00,,100.0,1990.0,,2418.0,,,,,,,No,,26.2332086,-98.1750225,Estes Express Lines,National,grey
515,6990-7138 Northern Blvd,,Industrial,2.0,,,C,Existing,27312.0,,$7.62 - 9.31 (Est.),Truck Terminal,"Syracuse, NY",SE Outer Onondaga County,,,SE Outer Onondaga County,East Syracuse,NY,13057,Onondaga,,,,N,2024-02-01 00:00:00,5511603.0,100.0,1975.0,,27312.0,10.98,Single,11/04/2016,36067C0227F,36067C,0227F,Yes,100-year Floodplain,43.117826,-76.076812,Estes Express Lines,National,grey
516,311 E Oak Ridge Dr,,Industrial,2.0,,,C,Existing,73619.0,,$8.17 - 9.98 (Est.),Truck Terminal,"Hagerstown, MD",Washington County,,,Washington County,Hagerstown,MD,21740-7498,Washington,,,,N,2025-01-31 00:00:00,17000000.0,100.0,1976.0,,73619.0,,Single,08/15/2017,24043C0305D,24043C,0305D,No,100-year and 500-year Floodplain,39.6092124,-77.7205649,Estes Express Lines,National,grey
517,1275 Oh Ave,,Industrial,3.0,,,C,Existing,114169.0,,$4.80 - 5.86 (Est.),Truck Terminal,"Akron, OH",Akron,,,Akron,Akron,OH,44321,Summit,,,,N,2024-02-01 00:00:00,16798527.0,100.0,1977.0,,114169.0,2.63,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,41.102677,-81.651582,Estes Express Lines,National,grey
518,3244 NW Park Dr,,Industrial,2.0,,,C,Existing,8650.0,,$8.02 - 9.66 (Est.),Truck Terminal,"Knoxville, TN",North/Emory Road,,,North/Emory Road,Knoxville,TN,37921,Knox,,,,N,2009-02-20 00:00:00,1087500.0,100.0,,,8650.0,52.02,Single,05/02/2007,47093C0120F,47093C,0120F,No,100-year and 500-year Floodplain,36.002531,-84.0324944,Estes Express Lines,National,grey
519,7495 Partridge Rd,Truck Terminal,Industrial,2.0,,,B,Existing,15048.0,,$7.39 - 9.03 (Est.),Truck Terminal,"Eau Claire, WI",Eau Claire/Menomonie,RE/MAX Real Estate Group,Jeff Theisen,Wisconsin North,Eau Claire,WI,54703,Eau Claire,,,,N,2014-10-21 00:00:00,511250.0,100.0,1994.0,,15048.0,4.39,Single,09/09/9999,55017C0725E,55035C,0725E,No,100-year and 500-year Floodplain,44.8398455,-91.608795,Estes Express Lines,National,grey
520,11300 Peoria St,,Industrial,2.0,,,C,Existing,21000.0,,$15.29 - 18.69 (Est.),Truck Terminal,"Los Angeles, CA",East San Ferndo Vlly,,,San Fernando Valley,Sun Valley,CA,91352,Los Angeles,,,,N,2018-08-22 00:00:00,,100.0,1973.0,,21000.0,3.81,Single,09/26/2008,06037C1310F,06037C,1310F,Yes,100-year Floodplain,34.2400564,-118.3761258,Estes Express Lines,National,grey
521,1924 Plantation Rd,,Industrial,2.0,,,C,Existing,21638.0,,$6.30 - 7.71 (Est.),Truck Terminal,"Roanoke, VA",Northeast Roanoke,,,Northeast Roanoke,Roanoke,VA,24012,Roanoke City,,,,N,,,100.0,1962.0,,21638.0,,Single,09/28/2007,51161C0166G,51161C,0166G,No,100-year and 500-year Floodplain,37.291192,-79.929327,Estes Express Lines,National,grey
522,4019 Playbird Rd,,Industrial,2.0,,,B,Existing,10200.0,,$4.63 (Est.),Truck Terminal,"Sheboygan, WI",Sheboygan,,,Sheboygan County,Sheboygan,WI,53083,Sheboygan,,,,N,2006-09-25 00:00:00,310000.0,100.0,,,10200.0,,Single,04/02/2009,55117C0217F,55117C,0217F,No,100-year and 500-year Floodplain,43.804746,-87.761535,Estes Express Lines,National,grey
523,238 Plemmons Rd,Site 406,Industrial,2.0,,,C,Existing,11120.0,,$9.62 - 11.75 (Est.),Truck Terminal,"Spartanburg, SC",Rt 101 Corridor,Langston-Black Real Estate,Chuck Langston,Spartanburg,Duncan,SC,29334-948,Spartanburg,,,,N,2013-04-25 00:00:00,372000.0,100.0,1963.0,2014.0,11120.0,3.1,Single,01/06/2011,45083C0219D,45083C,0219D,No,100-year and 500-year Floodplain,34.8946115,-82.1554035,Estes Express Lines,National,grey
524,3500 Princeton Dr NE,,Industrial,2.0,,,C,Existing,18240.0,,$10.12 - 12.37 (Est.),Truck Terminal,"Albuquerque, NM",North I-25,,,North I-25,Albuquerque,NM,87107,Bernalillo,,,,N,,,100.0,,,18240.0,4.22,Multi,08/16/2012,35001C0351H,35001C,0351H,No,100-year and 500-year Floodplain,35.121745,-106.618541,Estes Express Lines,National,grey
525,3665 Raines Rd,,Industrial,2.0,,,B,Existing,21977.0,,$8.50 - 10.39 (Est.),Truck Terminal,"Memphis, TN",Southeast,,,Southeast,Memphis,TN,38118,Shelby,,,,N,2022-01-26 00:00:00,2276000.0,100.0,1979.0,1985.0,21977.0,9.1,Single,09/28/2007,47157C0440F,47157C,0440F,No,100-year and 500-year Floodplain,35.035706,-89.941369,Estes Express Lines,National,grey
526,11010 Reames Rd,,Industrial,3.0,,,C,Existing,299374.0,,$13.78 - 16.84 (Est.),Truck Terminal,"Charlotte, NC",North,,,North,Charlotte,NC,28269-7673,Mecklenburg,,,,N,2009-02-20 00:00:00,6200000.0,100.0,1967.0,,228105.0,2.0,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.3469952,-80.8309535,Estes Express Lines,National,grey
527,163 Riverbend Dr,,Industrial,3.0,,,C,Existing,32275.0,,$9.07 - 11.04 (Est.),Truck Terminal,"New Orleans, LA",St Charles Parish,,,St Charles Parish,Saint Rose,LA,70087,St Charles,,,,N,2022-03-01 00:00:00,6286237.0,100.0,2000.0,,36660.0,2.04,Single,,,,,No,,29.969834,-90.29777,Estes Express Lines,National,grey
528,129 Robert Hall Ct,,Industrial,2.0,,,B,Existing,23028.0,,$10.22 - 12.49 (Est.),Truck Terminal,"Norfolk, VA",Bainbridge,Estes Express Lines,Angela Maidment,Southside,Chesapeake,VA,23324,Chesapeake,,,,N,,,100.0,2007.0,,23028.0,,Single,12/16/2014,5100340016D,510034,0016D,Yes,100-year Floodplain,36.7851868,-76.2609624,Estes Express Lines,National,grey
529,1700 Rochelle Ave,,Industrial,2.0,,,C,Existing,19030.0,,$12.76 - 15.60 (Est.),Truck Terminal,"Washington, DC",Capitol Heights,Estes Express Lines,,PG Beltway South,Capitol Heights,MD,20743-4344,Prince George's,,,,N,2015-04-01 00:00:00,3150000.0,100.0,1992.0,,19030.0,2.31,Single,09/16/2016,24033C0235E,24033C,0235E,No,100-year and 500-year Floodplain,38.866615,-76.897017,Estes Express Lines,National,grey
530,267 Rocus St,,Industrial,2.0,,,C,Existing,16194.0,,$10.97 - 13.41 (Est.),Truck Terminal,"Springfield , MA",Hampden County,,,Hampden County,Springfield,MA,01104,Hampden,,,,N,2011-07-29 00:00:00,1700000.0,100.0,1985.0,,17112.0,,Single,07/16/2013,25013C0218E,25013C,0218E,No,100-year and 500-year Floodplain,42.1478773,-72.5338196,Estes Express Lines,National,grey
531,8100 Sandidge Rd,,Industrial,3.0,,,C,Existing,38741.0,,$7.57 - 9.26 (Est.),Truck Terminal,"Memphis, TN",DeSoto,,,DeSoto,Olive Branch,MS,38654,DeSoto,,,,N,2024-02-01 00:00:00,9683755.0,100.0,1999.0,,38741.0,3.87,Single,05/05/2014,28033C0103H,28033C,0103H,No,100-year and 500-year Floodplain,34.9490572,-89.8464472,Estes Express Lines,National,grey
532,7173 Schulyer Rd,New Penn Motor Express,Industrial,2.0,,,B,Existing,34500.0,,$8.36 - 8.76 (Est.),Truck Terminal,"Syracuse, NY",SE Outer Onondaga County,,,SE Outer Onondaga County,East Syracuse,NY,13057,Onondaga,,,,N,2024-02-01 00:00:00,6962154.0,100.0,1966.0,,34500.0,4.35,Single,11/04/2016,36067C0227F,36067C,0227F,Yes,100-year Floodplain,43.119951,-76.074997,Estes Express Lines,National,grey
533,3914 E Shelby Dr,,Industrial,3.0,,,B,Existing,129364.0,,$9.50 - 11.61 (Est.),Truck Terminal,"Memphis, TN",Southeast,,,Southeast,Memphis,TN,38118-7724,Shelby,,,,N,2009-02-20 00:00:00,,100.0,1976.0,,129364.0,2.13,Single,09/28/2007,47157C0445F,47157C,0445F,Yes,100-year Floodplain,35.022729,-89.934513,Estes Express Lines,National,grey
534,5103 W Sherman St,,Industrial,1.0,,,C,Existing,6000.0,,$7.18 - 8.77 (Est.),Truck Terminal,"Wausau, WI",Wausau/Stevens Point,,,Wisconsin North,Wausau,WI,54401,Marathon,,,,N,2012-12-11 00:00:00,230000.0,100.0,,,6000.0,,Single,07/22/2010,55073C0379F,55073C,0379F,No,100-year and 500-year Floodplain,44.9512097,-89.700272,Estes Express Lines,National,grey
535,3925 Singleton Blvd,Consolidated Freightways Terminal,Industrial,2.0,,,C,Existing,116625.0,,$6.48 - 7.92 (Est.),Truck Terminal,"Dallas-Fort Worth, TX",Eastern Lonestar/Tpke,,,South Stemmons,Dallas,TX,75212-3504,Dallas,,,,N,2004-01-27 00:00:00,4850000.0,100.0,1966.0,,116625.0,1.1,Single,08/23/2001,48113C0320J,48113C,0320J,No,100-year and 500-year Floodplain,32.781174,-96.885524,Estes Express Lines,National,grey
536,15950 E Smith Rd,YRC Truck Terminal,Industrial,3.0,,,C,Existing,90075.0,,$8.62 - 10.54 (Est.),Truck Terminal,"Denver, CO",SW DIA/Pena Blvd,,,East I-70/Montbello,Aurora,CO,80011-2506,Adams,,,,N,,,100.0,1969.0,,90075.0,,Single,12/17/2010,08005C0043K,08005C,0043K,No,100-year and 500-year Floodplain,39.757483,-104.806153,Estes Express Lines,National,grey
537,205 Soccer Park Rd,Roadway Express,Industrial,2.0,,,C,Existing,92271.0,,$8.81 - 10.20 (Est.),Truck Terminal,"Saint Louis, MO",Fenton,,,South St Louis County,Fenton,MO,63026-2524,St. Louis,,,,N,,,100.0,1988.0,,82767.0,3.44,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,38.5451987,-90.4431894,Estes Express Lines,National,grey
538,410 Southport Dr,,Industrial,3.0,,,C,Existing,30336.0,,$10.11 - 11.59 (Est.),Truck Terminal,"Raleigh, NC",RTP/RDU,,,West Wake County,Morrisville,NC,27560-8675,Wake,,,,N,2009-06-23 00:00:00,2100000.0,100.0,1993.0,,30336.0,4.91,Single,05/02/2006,3720075500J,37183C,0755J,No,100-year and 500-year Floodplain,35.8370361,-78.8277283,Estes Express Lines,National,grey
539,4601 Speaker Rd,American Freightways Terminal,Industrial,3.0,,,B,Existing,47800.0,,$6.30 - 7.55 (Est.),Truck Terminal,"Kansas City, MO",Turner,,,Wyandotte County,Kansas City,KS,66106-1035,Wyandotte,,,,N,2004-08-09 00:00:00,4500000.0,100.0,1990.0,,47800.0,2.2,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,39.0940259,-94.6828778,Estes Express Lines,National,grey
540,921 E Springfield Rd,,Industrial,2.0,,,C,Existing,29680.0,,$5.47 - 6.69 (Est.),Truck Terminal,"Greensboro, NC",High Point/SW Guilford Cty,,,Guilford County,High Point,NC,27263,Guilford,,,,N,,,100.0,1966.0,,29680.0,0.4,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.934536,-79.973181,Estes Express Lines,National,grey
541,5201 Sunset Rd,,Industrial,2.0,,,C,Existing,85950.0,,$11.51 - 14.07 (Est.),Truck Terminal,"Charlotte, NC",North,,,North,Charlotte,NC,28269-2752,Mecklenburg,,,,N,2024-02-01 00:00:00,32294740.0,100.0,1967.0,,85950.0,3.8,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.310035,-80.840837,Estes Express Lines,National,grey
542,13327 E Temple Ave,,Industrial,2.0,,,C,Existing,13733.0,,$25.12 - 30.70 (Est.),Truck Terminal,"Los Angeles, CA",City of Industry,,,San Gabriel Valley,City of Industry,CA,91746-1513,Los Angeles,,,,N,2003-08-01 00:00:00,3400000.0,100.0,1973.0,,13733.0,3.2,Single,09/26/2008,06037C1700F,06037C,1700F,No,100-year and 500-year Floodplain,34.0556078,-117.988159,Estes Express Lines,National,grey
543,2530 S Tibbs Ave,,Industrial,2.0,,,C,Existing,88430.0,,$8.03 - 9.81 (Est.),Truck Terminal,"Indianapolis, IN",Stout Field,,,Southwest County,Indianapolis,IN,46241-5347,Marion,,,,N,2024-02-01 00:00:00,20746741.0,100.0,1967.0,,88430.0,0.34,Single,01/01/1900,,,,No,500-year Floodplain,39.729453,-86.21856,Estes Express Lines,National,grey
544,1304 Touby Pike,,Industrial,2.0,,,C,Existing,11800.0,,$3.51 - 4.28 (Est.),Truck Terminal,"Kokomo, IN",,Burr & Temkin,David Lane,,Kokomo,IN,46901,Howard,,,,N,2016-04-19 00:00:00,283000.0,100.0,1968.0,,11800.0,1.69,Single,02/04/2015,18067C0226C,18067C,0226C,No,100-year and 500-year Floodplain,40.499628,-86.102238,Estes Express Lines,National,grey
545,6650 Transit Rd,,Industrial,2.0,,,C,Existing,48130.0,,$6.66 - 8.14 (Est.),Truck Terminal,"Buffalo, NY",East,,,East,Buffalo,NY,14221-7216,Erie,,,,N,2024-02-01 00:00:00,8339305.0,100.0,1996.0,,48130.0,,Single,06/07/2019,36029C0229H,36029C,0229H,No,500-year Floodplain,42.9491019,-78.6983775,Estes Express Lines,National,grey
546,3215 US 70 Hwy,,Industrial,2.0,,,C,Existing,14310.0,,$14.51 - 17.73 (Est.),Truck Terminal,"Durham, NC",South Durham,,,Durham County,Durham,NC,27703-8988,Durham,,,,N,2021-12-20 00:00:00,1780000.0,100.0,1969.0,,14310.0,2.38,Single,05/02/2006,3720075900J,37063C,0759J,No,100-year and 500-year Floodplain,35.934113,-78.810021,Estes Express Lines,National,grey
547,24831 US Highway 20,,Industrial,2.0,,,C,Existing,25300.0,,$5.35 - 6.54 (Est.),Truck Terminal,"South Bend, IN",Outlying St Joseph County,,,Outlying St Joseph County,South Bend,IN,46628-5911,St Joseph,,,,N,,,100.0,1993.0,,25300.0,,,01/06/2011,18141C0178D,18141C,0178D,No,100-year and 500-year Floodplain,41.7102992,-86.3482855,Estes Express Lines,National,grey
548,2102 W Valley Hwy N,Provisioners Express - Service Shop,Industrial,1.0,,,C,Existing,28085.0,,$10.18 - 12.44 (Est.),Truck Terminal,"Seattle, WA",Auburn,,,Southend,Auburn,WA,98001-1638,King,,,,N,2017-12-21 00:00:00,5172760.0,100.0,1989.0,,5950.0,,Single,08/19/2020,53033C1253G,53033C,1253G,No,500-year Floodplain,47.3269286,-122.2483523,Estes Express Lines,National,grey
549,2102 W Valley Hwy N,Provisioners Express - Cross Dock Facility,Industrial,2.0,,,C,Existing,12872.0,,$9.53 - 11.65 (Est.),Truck Terminal,"Seattle, WA",Auburn,,,Southend,Auburn,WA,98001-1638,King,,,,N,2017-12-21 00:00:00,2327240.0,100.0,1989.0,,12872.0,,Single,08/19/2020,53033C1253G,53033C,1253G,No,500-year Floodplain,47.3269582,-122.2491356,Estes Express Lines,National,grey
550,3510 Washington Blvd,,Industrial,2.0,,,C,Existing,23530.0,,$8.22 - 10.05 (Est.),Truck Terminal,"Baltimore, MD",Arbutus,JLL,Brad Berzins,Baltimore County West,Baltimore,MD,21227,Baltimore,,,,N,2019-04-23 00:00:00,3855000.0,100.0,1970.0,,23502.0,10.0,Multi,06/16/2021,2400870023F,240010,0023F,No,100-year and 500-year Floodplain,39.252064,-76.66977,Estes Express Lines,National,grey
551,2350 W Wetmore Rd,,Industrial,2.0,,,B,Existing,11249.0,,$8.98 - 10.97 (Est.),Truck Terminal,"Tucson, AZ",NW Tucson/Oro Valley,,,North,Tucson,AZ,85705,Pima,,,,N,2020-04-15 00:00:00,1500000.0,100.0,1980.0,,11249.0,5.69,Single,06/16/2011,04019C1667L,04019C,1667L,No,100-year and 500-year Floodplain,32.287652,-111.017237,Estes Express Lines,National,grey
552,1020 Whipple Ct,,Industrial,3.0,,,C,Existing,36100.0,,$8.06 - 9.85 (Est.),Truck Terminal,"Lexington, KY",West Lexington/Fayette,,,West Lexington/Fayette,Lexington,KY,40511,Fayette,,,,N,,,100.0,1978.0,,36100.0,0.86,Single,03/03/2014,2100670109E,210067,0109E,No,100-year and 500-year Floodplain,38.080342,-84.501306,Estes Express Lines,National,grey
553,27411 Wick Rd,,Industrial,2.0,,,C,Existing,86220.0,,$6.36 - 7.77 (Est.),Truck Terminal,"Detroit, MI",Airport District,USF Holland Inc.,,Airport/I-275,Romulus,MI,48174-2624,Wayne,,,,N,2024-02-01 00:00:00,17981356.0,100.0,1979.0,,86220.0,1.72,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,42.237802,-83.309206,Estes Express Lines,National,grey
554,7611 S Airport Way,,Industrial,2.0,,,B,Existing,14333.0,,$8.75 - 10.69 (Est.),Truck Terminal,"Stockton, CA",SE Stockton,,,San Joaquin County,Stockton,CA,95206-3918,San Joaquin,,,,N,,,100.0,,,14333.0,,Single,01/01/1900,,,,Yes,100-year Floodplain,37.8879363,-121.2509312,Estes Express Lines,National,grey
555,201 Blaine St,,Industrial,2.0,,,C,Existing,43491.0,,$8.01 - 9.79 (Est.),Truck Terminal,"Chicago, IL",Indiana,,,Indiana,Gary,IN,46406-1200,Lake,,,,N,2020-09-17 00:00:00,,100.0,1998.0,,43491.0,,Single,01/18/2012,18089C0131E,18089C,0131E,No,100-year and 500-year Floodplain,41.6083115,-87.4253738,Estes Express Lines,National,grey
556,31081 County Road 49,Estes Express Lines,Industrial,3.0,,,B,Existing,13280.0,,$7.61 - 9.30 (Est.),Truck Terminal,"Daphne-Fairhope-Foley, AL",Baldwin County,,,Baldwin County,Loxley,AL,36551-2535,Baldwin,,,,N,,,100.0,2002.0,,13280.0,,Single,04/19/2019,01003C0542M,01003C,0542M,No,100-year and 500-year Floodplain,30.6772939,-87.7603279,Estes Express Lines,National,grey
557,600 Express Way,Central Freight Lines,Industrial,1.0,,,C,Existing,6640.0,,$14.28 - 17.45 (Est.),Truck Terminal,"Odessa, TX",Midland & Odessa,,,Texas West,Odessa,TX,79761,Ector,,,,N,2022-03-01 00:00:00,,100.0,1958.0,,6640.0,,Single,03/15/2012,48135C0355E,48135C,0355E,No,100-year and 500-year Floodplain,31.859332,-102.341405,Estes Express Lines,National,grey
558,4040 N General Bruce Dr,Estes Express Lines,Industrial,2.0,,,C,Existing,49249.0,,$6.84 - 8.35 (Est.),Truck Terminal,"Killeen, TX",Temple,,,Temple,Temple,TX,76501-9722,Bell,,,,N,2020-06-25 00:00:00,,100.0,1971.0,,35252.0,,,09/26/2008,48309C0750C,48027C,0750C,No,100-year and 500-year Floodplain,31.1370829,-97.332256,Estes Express Lines,National,grey
559,199 Krupp Dr,,Industrial,2.0,,,B,Existing,7000.0,,$12.41 - 12.72 (Est.),Truck Terminal,"Burlington, VT",Vermont North Area,,,Vermont,Williston,VT,05495,Chittenden,,,,N,2024-02-01 00:00:00,2945716.0,100.0,,,7000.0,3.86,Single,07/18/2011,50007C0259D,50007C,0259D,No,100-year and 500-year Floodplain,44.449213,-73.1299429,Estes Express Lines,National,grey
560,8125 Old Highway Rd N,,Industrial,2.0,,,C,Existing,7000.0,,$6.60 - 8.07 (Est.),Truck Terminal,"St. Cloud, MN",Stearns County,,,Stearns County,Saint Cloud,MN,56301-9431,Stearns,,,,N,,,100.0,1980.0,,7000.0,,Single,02/16/2012,27145C0620E,27145C,0620E,No,100-year and 500-year Floodplain,45.528889,-94.2810308,Estes Express Lines,National,grey
561,1535 E Pescadero Ave,,Industrial,3.0,,,B,Existing,120000.0,,$9.34 - 11.41 (Est.),Truck Terminal,"Stockton, CA",Tracy,,,San Joaquin County,Tracy,CA,95304,San Joaquin,,,,N,,,100.0,1990.0,,40000.0,15.82,Single,10/16/2009,06077C0595F,06077C,0595F,No,100-year and 500-year Floodplain,37.7634828,-121.402198,Estes Express Lines,National,grey
562,10815 Reames Rd,Estes Express Lines,Industrial,2.0,,,C,Existing,129904.0,,$14.61 - 16.72 (Est.),Truck Terminal,"Charlotte, NC",North,,,North,Charlotte,NC,28269-7634,Mecklenburg,,,,N,,,100.0,1973.0,,129904.0,,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.3481771,-80.8369892,Estes Express Lines,National,grey
563,3815 W River Dr,,Industrial,2.0,,,C,Existing,7720.0,,$6.33 - 7.73 (Est.),Truck Terminal,"Davenport, IA",Greater Davenport,,,Greater Davenport,Davenport,IA,52802-2413,Scott,,,,N,,,100.0,1966.0,,7720.0,1.81,Single,02/18/2011,19163C0345F,19163C,0345F,No,100-year and 500-year Floodplain,41.501427,-90.6345948,Estes Express Lines,National,grey
564,316 N Roadway Ln,,Industrial,3.0,,,B,Existing,12757.0,,$8.31 - 10.15 (Est.),Truck Terminal,"Chicago, IL",South Lake County,,,Lake County,Lincolnshire,IL,60069-4203,Lake,,,,N,,,100.0,,,12757.0,,Single,09/18/2013,17097C0262K,17097C,0262K,No,100-year and 500-year Floodplain,42.1808237,-87.9455164,Estes Express Lines,National,grey
565,1645 Route 136,Estes Express Lines,Industrial,2.0,,,C,Existing,30960.0,,$8.46 - 9.00 (Est.),Truck Terminal,"Pittsburgh, PA",Washington County,,,Washington County,Eighty Four,PA,15330-2157,Washington,,,,N,,,100.0,,,30960.0,,Single,09/30/2015,42125C0342E,42125C,0342E,No,100-year and 500-year Floodplain,40.1848025,-80.1425101,Estes Express Lines,National,grey
566,64 Stefanak Dr,Estes Express Lines,Industrial,2.0,,,C,Existing,89987.0,,$5.70 - 6.97 (Est.),Truck Terminal,"Youngstown, OH",Mercer County,,,Mercer County,West Middlesex,PA,16159-3138,Mercer,,,,N,,,100.0,,,89987.0,,Single,06/09/2014,42085C0345D,42085C,0345D,No,100-year and 500-year Floodplain,41.1808082,-80.4155766,Estes Express Lines,National,grey
567,5430 Susquehanna Trl,,Industrial,2.0,,,B,Existing,43358.0,,$5.94 - 7.26 (Est.),Truck Terminal,"York, PA",York County,,,York/Hanover,Manchester,PA,17345-9334,York,,,,N,,,100.0,1968.0,,43358.0,,,12/16/2015,42133C0184F,42133C,0184F,No,100-year and 500-year Floodplain,40.0840204,-76.7648767,Estes Express Lines,National,grey
